Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Causes,Natural Causes,Chronic Causes,Non_Chronic Causes
9/27/2023,Alaska,2020,24,6/13/2020,88,71,35,0
9/27/2023,Alaska,2020,25,6/20/2020,92,74,43,0
9/27/2023,Alaska,2020,26,6/27/2020,90,67,31,0
9/27/2023,Alaska,2020,27,7/4/2020,84,64,33,0
9/27/2023,Alaska,2020,28,7/11/2020,101,83,39,0
9/27/2023,Alaska,2020,29,7/18/2020,89,72,32,0
9/27/2023,Alaska,2020,30,7/25/2020,93,76,39,0
9/27/2023,Alaska,2020,31,8/1/2020,114,83,35,0
9/27/2023,Alaska,2020,32,8/8/2020,101,86,35,0
9/27/2023,Alaska,2020,33,8/15/2020,74,66,32,0
9/27/2023,Alaska,2020,34,8/22/2020,116,101,52,0
9/27/2023,Alaska,2020,35,8/29/2020,93,75,34,0
9/27/2023,Alaska,2020,36,9/5/2020,105,89,37,0
9/27/2023,Alaska,2020,37,9/12/2020,87,72,34,0
9/27/2023,Alaska,2020,38,9/19/2020,104,79,37,0
9/27/2023,Alaska,2020,39,9/26/2020,114,96,36,0
9/27/2023,Alaska,2020,40,10/3/2020,78,64,19,0
9/27/2023,Alaska,2020,41,10/10/2020,117,97,46,0
9/27/2023,Alaska,2020,42,10/17/2020,101,91,49,0
9/27/2023,Alaska,2020,43,10/24/2020,102,89,44,0
9/27/2023,Alaska,2020,44,10/31/2020,107,94,53,0
9/27/2023,Alaska,2020,45,11/7/2020,114,91,41,0
9/27/2023,Alaska,2020,46,11/14/2020,114,99,70,0
9/27/2023,Alaska,2020,47,11/21/2020,122,108,68,0
9/27/2023,Alaska,2020,48,11/28/2020,114,107,75,0
9/27/2023,Alaska,2020,49,12/5/2020,118,102,77,0
9/27/2023,Alaska,2020,50,12/12/2020,135,118,96,0
9/27/2023,Alaska,2020,51,12/19/2020,99,91,74,0
9/27/2023,Alaska,2020,52,12/26/2020,115,100,84,0
9/27/2023,Alaska,2020,53,1/2/2021,105,88,48,0
9/27/2023,Alaska,2021,1,1/9/2021,113,97,66,0
9/27/2023,Alaska,2021,2,1/16/2021,130,117,53,0
9/27/2023,Alaska,2021,3,1/23/2021,97,85,41,0
9/27/2023,Alaska,2021,4,1/30/2021,92,79,33,0
9/27/2023,Alaska,2021,5,2/6/2021,87,75,30,0
9/27/2023,Alaska,2021,6,2/13/2021,93,76,36,0
9/27/2023,Alaska,2021,7,2/20/2021,88,77,19,0
9/27/2023,Alaska,2021,8,2/27/2021,94,82,32,0
9/27/2023,Alaska,2021,9,3/6/2021,97,84,36,0
9/27/2023,Alaska,2021,10,3/13/2021,86,73,34,0
9/27/2023,Alaska,2021,11,3/20/2021,101,82,40,0
9/27/2023,Alaska,2021,12,3/27/2021,93,75,33,0
9/27/2023,Alaska,2021,13,4/3/2021,89,75,39,0
9/27/2023,Alaska,2021,14,4/10/2021,102,81,34,0
9/27/2023,Alaska,2021,15,4/17/2021,95,86,50,0
9/27/2023,Alaska,2021,16,4/24/2021,84,69,35,0
9/27/2023,Alaska,2021,17,5/1/2021,115,93,46,0
9/27/2023,Alaska,2021,18,5/8/2021,92,77,56,0
9/27/2023,Alaska,2021,19,5/15/2021,99,83,47,0
9/27/2023,Alaska,2021,20,5/22/2021,97,79,34,0
9/27/2023,Alaska,2021,21,5/29/2021,110,88,43,0
9/27/2023,Alaska,2021,22,6/5/2021,83,66,29,0
9/27/2023,Alaska,2021,23,6/12/2021,91,77,39,0
9/27/2023,Alaska,2021,24,6/19/2021,108,89,41,0
9/27/2023,Alaska,2021,25,6/26/2021,90,78,34,0
9/27/2023,Alaska,2021,26,7/3/2021,107,94,41,0
9/27/2023,Alaska,2021,27,7/10/2021,98,79,46,0
9/27/2023,Alaska,2021,28,7/17/2021,111,89,37,0
9/27/2023,Alaska,2021,29,7/24/2021,99,83,28,0
9/27/2023,Alaska,2021,30,7/31/2021,115,93,64,0
9/27/2023,Alaska,2021,31,8/7/2021,144,114,90,0
9/27/2023,Alaska,2021,32,8/14/2021,116,100,86,0
9/27/2023,Alaska,2021,33,8/21/2021,149,124,100,0
9/27/2023,Alaska,2021,34,8/28/2021,135,110,85,0
9/27/2023,Alaska,2021,35,9/4/2021,131,120,122,0
9/27/2023,Alaska,2021,36,9/11/2021,131,115,95,0
9/27/2023,Alaska,2021,37,9/18/2021,147,129,130,0
9/27/2023,Alaska,2021,38,9/25/2021,153,133,152,0
9/27/2023,Alaska,2021,39,10/2/2021,171,153,155,0
9/27/2023,Alaska,2021,40,10/9/2021,150,131,121,0
9/27/2023,Alaska,2021,41,10/16/2021,162,142,126,0
9/27/2023,Alaska,2021,42,10/23/2021,171,149,134,0
9/27/2023,Alaska,2021,43,10/30/2021,169,154,158,0
9/27/2023,Alaska,2021,44,11/6/2021,150,128,128,0
9/27/2023,Alaska,2021,45,11/13/2021,115,102,85,0
9/27/2023,Alaska,2021,46,11/20/2021,131,116,89,0
9/27/2023,Alaska,2021,47,11/27/2021,154,131,103,0
9/27/2023,Alaska,2021,48,12/4/2021,142,122,86,0
9/27/2023,Alaska,2021,49,12/11/2021,128,115,76,0
9/27/2023,Alaska,2021,50,12/18/2021,121,107,35,0
9/27/2023,Alaska,2021,51,12/25/2021,115,98,54,0
9/27/2023,Alaska,2021,52,1/1/2022,118,98,36,0
9/27/2023,Alaska,2022,1,1/8/2022,117,106,68,0
9/27/2023,Alaska,2022,2,1/15/2022,121,105,66,0
9/27/2023,Alaska,2022,3,1/22/2022,119,107,79,0
9/27/2023,Alaska,2022,4,1/29/2022,122,108,78,0
9/27/2023,Alaska,2022,5,2/5/2022,103,91,56,0
9/27/2023,Alaska,2022,6,2/12/2022,112,100,83,0
9/27/2023,Alaska,2022,7,2/19/2022,119,102,80,0
9/27/2023,Alaska,2022,8,2/26/2022,92,74,55,0
9/27/2023,Alaska,2022,9,3/5/2022,104,88,61,0
9/27/2023,Alaska,2022,10,3/12/2022,101,79,40,0
9/27/2023,Alaska,2022,11,3/19/2022,102,90,38,0
9/27/2023,Alaska,2022,12,3/26/2022,103,84,38,0
9/27/2023,Alaska,2022,13,4/2/2022,99,82,43,0
9/27/2023,Alaska,2022,14,4/9/2022,106,89,36,0
9/27/2023,Alaska,2022,15,4/16/2022,93,79,33,0
9/27/2023,Alaska,2022,16,4/23/2022,94,82,33,0
9/27/2023,Alaska,2022,17,4/30/2022,92,73,17,0
9/27/2023,Alaska,2022,18,5/7/2022,92,79,42,0
9/27/2023,Alaska,2022,19,5/14/2022,94,85,42,0
9/27/2023,Alaska,2022,20,5/21/2022,93,79,35,0
9/27/2023,Alaska,2022,21,5/28/2022,108,97,48,0
9/27/2023,Alaska,2022,22,6/4/2022,111,89,44,0
9/27/2023,Alaska,2022,23,6/11/2022,115,87,35,0
9/27/2023,Alaska,2022,24,6/18/2022,107,88,40,0
9/27/2023,Alaska,2022,25,6/25/2022,109,96,38,0
9/27/2023,Alaska,2022,26,7/2/2022,113,98,48,0
9/27/2023,Alaska,2022,27,7/9/2022,89,69,30,0
9/27/2023,Alaska,2022,28,7/16/2022,129,110,54,0
9/27/2023,Alaska,2022,29,7/23/2022,103,88,48,0
9/27/2023,Alaska,2022,30,7/30/2022,115,94,43,0
9/27/2023,Alaska,2022,31,8/6/2022,106,92,38,0
9/27/2023,Alaska,2022,32,8/13/2022,100,78,34,0
9/27/2023,Alaska,2022,33,8/20/2022,106,91,34,0
9/27/2023,Alaska,2022,34,8/27/2022,108,91,49,0
9/27/2023,Alaska,2022,35,9/3/2022,113,90,44,0
9/27/2023,Alaska,2022,36,9/10/2022,96,76,34,0
9/27/2023,Alaska,2022,37,9/17/2022,97,92,41,0
9/27/2023,Alaska,2022,38,9/24/2022,110,93,43,0
9/27/2023,Alaska,2022,39,10/1/2022,108,94,45,0
9/27/2023,Alaska,2022,40,10/8/2022,110,92,35,0
9/27/2023,Alaska,2022,41,10/15/2022,109,82,29,0
9/27/2023,Alaska,2022,42,10/22/2022,107,87,30,0
9/27/2023,Alaska,2022,43,10/29/2022,91,77,40,0
9/27/2023,Alaska,2022,44,11/5/2022,89,76,27,0
9/27/2023,Alaska,2022,45,11/12/2022,120,100,52,0
9/27/2023,Alaska,2022,46,11/19/2022,98,82,46,0
9/27/2023,Alaska,2022,47,11/26/2022,101,86,44,0
9/27/2023,Alaska,2022,48,12/3/2022,101,86,41,0
9/27/2023,Alaska,2022,49,12/10/2022,136,121,45,0
9/27/2023,Alaska,2022,50,12/17/2022,121,97,45,0
9/27/2023,Alaska,2022,51,12/24/2022,125,102,51,0
9/27/2023,Alaska,2022,52,12/31/2022,108,93,37,0
9/27/2023,Alaska,2023,1,1/7/2023,97,80,29,0
9/27/2023,Alaska,2023,2,1/14/2023,112,97,40,0
9/27/2023,Alaska,2023,3,1/21/2023,133,111,45,0
9/27/2023,Alaska,2023,4,1/28/2023,104,85,41,0
9/27/2023,Alaska,2023,5,2/4/2023,105,92,43,0
9/27/2023,Alaska,2023,6,2/11/2023,119,98,43,0
9/27/2023,Alaska,2023,7,2/18/2023,104,84,29,0
9/27/2023,Alaska,2023,8,2/25/2023,104,85,39,0
9/27/2023,Alaska,2023,9,3/4/2023,102,91,39,0
9/27/2023,Alaska,2023,10,3/11/2023,90,76,37,0
9/27/2023,Alaska,2023,11,3/18/2023,100,84,35,0
9/27/2023,Alaska,2023,12,3/25/2023,101,83,36,0
9/27/2023,Alaska,2023,13,4/1/2023,109,91,38,0
9/27/2023,Alaska,2023,14,4/8/2023,96,80,32,0
9/27/2023,Alaska,2023,15,4/15/2023,101,86,39,0
9/27/2023,Alaska,2023,16,4/22/2023,92,75,36,0
9/27/2023,Alaska,2023,17,4/29/2023,115,92,40,0
9/27/2023,Alaska,2023,18,5/6/2023,106,86,43,0
9/27/2023,Alaska,2023,19,5/13/2023,77,62,34,0
9/27/2023,Alaska,2023,20,5/20/2023,102,72,34,0
9/27/2023,Alaska,2023,21,5/27/2023,93,79,39,0
9/27/2023,Alaska,2023,22,6/3/2023,116,83,45,0
9/27/2023,Alaska,2023,23,6/10/2023,74,56,15,0
9/27/2023,Alaska,2023,24,6/17/2023,116,98,43,0
9/27/2023,Alaska,2023,25,6/24/2023,101,86,39,0
9/27/2023,Alaska,2023,26,7/1/2023,98,79,34,0
9/27/2023,Alaska,2023,27,7/8/2023,96,72,35,0
9/27/2023,Alaska,2023,28,7/15/2023,65,55,11,0
9/27/2023,Alaska,2023,29,7/22/2023,93,74,26,0
9/27/2023,Alaska,2023,30,7/29/2023,84,77,36,0
9/27/2023,Alaska,2023,31,8/5/2023,89,80,30,0
9/27/2023,Alaska,2023,32,8/12/2023,86,74,33,0
9/27/2023,Alaska,2023,33,8/19/2023,58,52,17,0
9/27/2023,Alaska,2023,34,8/26/2023,64,58,24,0
9/27/2023,Alaska,2023,35,9/2/2023,55,52,18,0
9/27/2023,Alaska,2023,36,9/9/2023,37,36,12,0
9/27/2023,Alaska,2023,37,9/16/2023,12,12,0,0
9/27/2023,Arizona,2020,1,1/4/2020,1301,1182,895,47
9/27/2023,Arizona,2020,2,1/11/2020,1391,1249,935,47
9/27/2023,Arizona,2020,3,1/18/2020,1315,1175,886,45
9/27/2023,Arizona,2020,4,1/25/2020,1275,1156,880,55
9/27/2023,Arizona,2020,5,2/1/2020,1265,1131,881,50
9/27/2023,Arizona,2020,6,2/8/2020,1264,1137,859,54
9/27/2023,Arizona,2020,7,2/15/2020,1314,1191,903,52
9/27/2023,Arizona,2020,8,2/22/2020,1342,1184,879,51
9/27/2023,Arizona,2020,9,2/29/2020,1353,1197,901,59
9/27/2023,Arizona,2020,10,3/7/2020,1380,1235,941,52
9/27/2023,Arizona,2020,11,3/14/2020,1349,1200,932,54
9/27/2023,Arizona,2020,12,3/21/2020,1290,1157,868,53
9/27/2023,Arizona,2020,13,3/28/2020,1324,1215,955,56
9/27/2023,Arizona,2020,14,4/4/2020,1357,1234,954,43
9/27/2023,Arizona,2020,15,4/11/2020,1403,1261,1042,41
9/27/2023,Arizona,2020,16,4/18/2020,1316,1192,994,34
9/27/2023,Arizona,2020,17,4/25/2020,1384,1280,1072,37
9/27/2023,Arizona,2020,18,5/2/2020,1404,1268,1096,41
9/27/2023,Arizona,2020,19,5/9/2020,1427,1286,1118,48
9/27/2023,Arizona,2020,20,5/16/2020,1306,1156,991,35
9/27/2023,Arizona,2020,21,5/23/2020,1289,1140,989,26
9/27/2023,Arizona,2020,22,5/30/2020,1310,1170,1011,36
9/27/2023,Arizona,2020,23,6/6/2020,1399,1213,1060,27
9/27/2023,Arizona,2020,24,6/13/2020,1463,1295,1173,30
9/27/2023,Arizona,2020,25,6/20/2020,1550,1389,1283,30
9/27/2023,Arizona,2020,26,6/27/2020,1617,1461,1392,37
9/27/2023,Arizona,2020,27,7/4/2020,1774,1611,1639,41
9/27/2023,Arizona,2020,28,7/11/2020,1954,1776,1962,61
9/27/2023,Arizona,2020,29,7/18/2020,1995,1740,1959,51
9/27/2023,Arizona,2020,30,7/25/2020,1863,1669,1815,45
9/27/2023,Arizona,2020,31,8/1/2020,1792,1569,1639,53
9/27/2023,Arizona,2020,32,8/8/2020,1586,1388,1388,40
9/27/2023,Arizona,2020,33,8/15/2020,1526,1360,1274,49
9/27/2023,Arizona,2020,34,8/22/2020,1505,1299,1163,40
9/27/2023,Arizona,2020,35,8/29/2020,1467,1271,1118,41
9/27/2023,Arizona,2020,36,9/5/2020,1296,1128,941,35
9/27/2023,Arizona,2020,37,9/12/2020,1282,1122,903,33
9/27/2023,Arizona,2020,38,9/19/2020,1259,1124,891,33
9/27/2023,Arizona,2020,39,9/26/2020,1285,1152,887,30
9/27/2023,Arizona,2020,40,10/3/2020,1202,1047,809,45
9/27/2023,Arizona,2020,41,10/10/2020,1241,1098,826,12
9/27/2023,Arizona,2020,42,10/17/2020,1236,1094,868,31
9/27/2023,Arizona,2020,43,10/24/2020,1282,1139,912,38
9/27/2023,Arizona,2020,44,10/31/2020,1312,1161,922,30
9/27/2023,Arizona,2020,45,11/7/2020,1399,1247,1048,35
9/27/2023,Arizona,2020,46,11/14/2020,1252,1141,968,25
9/27/2023,Arizona,2020,47,11/21/2020,1525,1386,1264,41
9/27/2023,Arizona,2020,48,11/28/2020,1531,1399,1357,32
9/27/2023,Arizona,2020,49,12/5/2020,1696,1574,1648,38
9/27/2023,Arizona,2020,50,12/12/2020,2004,1863,2051,51
9/27/2023,Arizona,2020,51,12/19/2020,2098,1967,2331,54
9/27/2023,Arizona,2020,52,12/26/2020,2205,2070,2452,58
9/27/2023,Arizona,2020,53,1/2/2021,2302,2147,2660,51
9/27/2023,Arizona,2021,1,1/9/2021,2426,2264,2844,43
9/27/2023,Arizona,2021,2,1/16/2021,2466,2302,2935,48
9/27/2023,Arizona,2021,3,1/23/2021,2404,2248,2827,54
9/27/2023,Arizona,2021,4,1/30/2021,2083,1952,2388,48
9/27/2023,Arizona,2021,5,2/6/2021,1995,1824,2145,36
9/27/2023,Arizona,2021,6,2/13/2021,1740,1595,1805,35
9/27/2023,Arizona,2021,7,2/20/2021,1552,1419,1435,33
9/27/2023,Arizona,2021,8,2/27/2021,1516,1375,1262,30
9/27/2023,Arizona,2021,9,3/6/2021,1495,1355,1215,35
9/27/2023,Arizona,2021,10,3/13/2021,1412,1273,1096,35
9/27/2023,Arizona,2021,11,3/20/2021,1391,1241,1085,33
9/27/2023,Arizona,2021,12,3/27/2021,1288,1144,924,24
9/27/2023,Arizona,2021,13,4/3/2021,1346,1179,932,0
9/27/2023,Arizona,2021,14,4/10/2021,1274,1122,907,31
9/27/2023,Arizona,2021,15,4/17/2021,1319,1162,927,27
9/27/2023,Arizona,2021,16,4/24/2021,1250,1107,860,36
9/27/2023,Arizona,2021,17,5/1/2021,1279,1120,885,13
9/27/2023,Arizona,2021,18,5/8/2021,1414,1233,979,24
9/27/2023,Arizona,2021,19,5/15/2021,1325,1153,884,21
9/27/2023,Arizona,2021,20,5/22/2021,1254,1113,850,30
9/27/2023,Arizona,2021,21,5/29/2021,1251,1082,836,34
9/27/2023,Arizona,2021,22,6/5/2021,1335,1131,839,27
9/27/2023,Arizona,2021,23,6/12/2021,1302,1110,816,25
9/27/2023,Arizona,2021,24,6/19/2021,1356,1174,893,32
9/27/2023,Arizona,2021,25,6/26/2021,1388,1180,925,32
9/27/2023,Arizona,2021,26,7/3/2021,1328,1143,867,28
9/27/2023,Arizona,2021,27,7/10/2021,1299,1089,836,35
9/27/2023,Arizona,2021,28,7/17/2021,1362,1153,904,28
9/27/2023,Arizona,2021,29,7/24/2021,1258,1078,873,27
9/27/2023,Arizona,2021,30,7/31/2021,1302,1155,998,37
9/27/2023,Arizona,2021,31,8/7/2021,1507,1304,1105,31
9/27/2023,Arizona,2021,32,8/14/2021,1472,1281,1120,41
9/27/2023,Arizona,2021,33,8/21/2021,1495,1329,1180,47
9/27/2023,Arizona,2021,34,8/28/2021,1592,1399,1254,38
9/27/2023,Arizona,2021,35,9/4/2021,1625,1447,1409,44
9/27/2023,Arizona,2021,36,9/11/2021,1616,1418,1356,41
9/27/2023,Arizona,2021,37,9/18/2021,1617,1456,1402,39
9/27/2023,Arizona,2021,38,9/25/2021,1577,1420,1395,34
9/27/2023,Arizona,2021,39,10/2/2021,1616,1473,1394,35
9/27/2023,Arizona,2021,40,10/9/2021,1559,1405,1300,42
9/27/2023,Arizona,2021,41,10/16/2021,1554,1414,1324,29
9/27/2023,Arizona,2021,42,10/23/2021,1475,1302,1221,33
9/27/2023,Arizona,2021,43,10/30/2021,1592,1436,1368,38
9/27/2023,Arizona,2021,44,11/6/2021,1573,1417,1356,31
9/27/2023,Arizona,2021,45,11/13/2021,1698,1559,1580,32
9/27/2023,Arizona,2021,46,11/20/2021,1769,1619,1643,48
9/27/2023,Arizona,2021,47,11/27/2021,1814,1657,1779,42
9/27/2023,Arizona,2021,48,12/4/2021,1848,1693,1789,50
9/27/2023,Arizona,2021,49,12/11/2021,1966,1809,1987,36
9/27/2023,Arizona,2021,50,12/18/2021,1861,1699,1837,35
9/27/2023,Arizona,2021,51,12/25/2021,1992,1821,1944,60
9/27/2023,Arizona,2021,52,1/1/2022,1876,1712,1784,56
9/27/2023,Arizona,2022,1,1/8/2022,2010,1839,1854,65
9/27/2023,Arizona,2022,2,1/15/2022,1864,1719,1818,49
9/27/2023,Arizona,2022,3,1/22/2022,1890,1753,1875,49
9/27/2023,Arizona,2022,4,1/29/2022,1982,1838,1947,40
9/27/2023,Arizona,2022,5,2/5/2022,1901,1725,1835,40
9/27/2023,Arizona,2022,6,2/12/2022,1863,1705,1751,44
9/27/2023,Arizona,2022,7,2/19/2022,1655,1510,1459,36
9/27/2023,Arizona,2022,8,2/26/2022,1551,1400,1278,36
9/27/2023,Arizona,2022,9,3/5/2022,1511,1362,1194,32
9/27/2023,Arizona,2022,10,3/12/2022,1514,1345,1151,26
9/27/2023,Arizona,2022,11,3/19/2022,1473,1300,1068,27
9/27/2023,Arizona,2022,12,3/26/2022,1355,1205,938,32
9/27/2023,Arizona,2022,13,4/2/2022,1326,1161,869,27
9/27/2023,Arizona,2022,14,4/9/2022,1341,1183,902,36
9/27/2023,Arizona,2022,15,4/16/2022,1271,1122,814,32
9/27/2023,Arizona,2022,16,4/23/2022,1294,1151,845,26
9/27/2023,Arizona,2022,17,4/30/2022,1355,1189,905,39
9/27/2023,Arizona,2022,18,5/7/2022,1299,1146,835,41
9/27/2023,Arizona,2022,19,5/14/2022,1320,1153,854,40
9/27/2023,Arizona,2022,20,5/21/2022,1343,1182,886,31
9/27/2023,Arizona,2022,21,5/28/2022,1314,1157,858,36
9/27/2023,Arizona,2022,22,6/4/2022,1315,1164,873,38
9/27/2023,Arizona,2022,23,6/11/2022,1317,1131,893,30
9/27/2023,Arizona,2022,24,6/18/2022,1441,1221,951,34
9/27/2023,Arizona,2022,25,6/25/2022,1210,1055,811,30
9/27/2023,Arizona,2022,26,7/2/2022,1259,1071,846,35
9/27/2023,Arizona,2022,27,7/9/2022,1333,1129,863,20
9/27/2023,Arizona,2022,28,7/16/2022,1463,1195,928,27
9/27/2023,Arizona,2022,29,7/23/2022,1449,1187,928,18
9/27/2023,Arizona,2022,30,7/30/2022,1345,1155,918,15
9/27/2023,Arizona,2022,31,8/6/2022,1320,1115,859,31
9/27/2023,Arizona,2022,32,8/13/2022,1322,1129,858,40
9/27/2023,Arizona,2022,33,8/20/2022,1270,1115,873,34
9/27/2023,Arizona,2022,34,8/27/2022,1256,1090,810,12
9/27/2023,Arizona,2022,35,9/3/2022,1347,1173,894,20
9/27/2023,Arizona,2022,36,9/10/2022,1289,1100,835,31
9/27/2023,Arizona,2022,37,9/17/2022,1230,1086,839,30
9/27/2023,Arizona,2022,38,9/24/2022,1293,1108,820,14
9/27/2023,Arizona,2022,39,10/1/2022,1269,1119,856,26
9/27/2023,Arizona,2022,40,10/8/2022,1291,1148,831,25
9/27/2023,Arizona,2022,41,10/15/2022,1246,1090,835,27
9/27/2023,Arizona,2022,42,10/22/2022,1254,1101,847,31
9/27/2023,Arizona,2022,43,10/29/2022,1323,1149,880,17
9/27/2023,Arizona,2022,44,11/5/2022,1413,1268,971,33
9/27/2023,Arizona,2022,45,11/12/2022,1341,1185,906,25
9/27/2023,Arizona,2022,46,11/19/2022,1452,1288,1007,37
9/27/2023,Arizona,2022,47,11/26/2022,1512,1337,1111,40
9/27/2023,Arizona,2022,48,12/3/2022,1624,1438,1141,46
9/27/2023,Arizona,2022,49,12/10/2022,1557,1403,1191,40
9/27/2023,Arizona,2022,50,12/17/2022,1559,1399,1165,45
9/27/2023,Arizona,2022,51,12/24/2022,1560,1393,1125,53
9/27/2023,Arizona,2022,52,12/31/2022,1551,1407,1146,56
9/27/2023,Arizona,2023,1,1/7/2023,1512,1358,1080,47
9/27/2023,Arizona,2023,2,1/14/2023,1511,1352,1062,29
9/27/2023,Arizona,2023,3,1/21/2023,1479,1331,1045,48
9/27/2023,Arizona,2023,4,1/28/2023,1405,1239,912,37
9/27/2023,Arizona,2023,5,2/4/2023,1499,1351,1028,25
9/27/2023,Arizona,2023,6,2/11/2023,1401,1241,921,27
9/27/2023,Arizona,2023,7,2/18/2023,1425,1247,923,34
9/27/2023,Arizona,2023,8,2/25/2023,1446,1287,1017,43
9/27/2023,Arizona,2023,9,3/4/2023,1428,1284,994,30
9/27/2023,Arizona,2023,10,3/11/2023,1427,1235,952,31
9/27/2023,Arizona,2023,11,3/18/2023,1344,1182,894,31
9/27/2023,Arizona,2023,12,3/25/2023,1402,1249,959,46
9/27/2023,Arizona,2023,13,4/1/2023,1428,1253,929,42
9/27/2023,Arizona,2023,14,4/8/2023,1444,1261,935,43
9/27/2023,Arizona,2023,15,4/15/2023,1467,1297,982,37
9/27/2023,Arizona,2023,16,4/22/2023,1397,1238,950,42
9/27/2023,Arizona,2023,17,4/29/2023,1358,1211,925,32
9/27/2023,Arizona,2023,18,5/6/2023,1314,1165,914,32
9/27/2023,Arizona,2023,19,5/13/2023,1337,1174,876,37
9/27/2023,Arizona,2023,20,5/20/2023,1313,1166,883,30
9/27/2023,Arizona,2023,21,5/27/2023,1245,1076,819,37
9/27/2023,Arizona,2023,22,6/3/2023,1239,1074,791,33
9/27/2023,Arizona,2023,23,6/10/2023,1296,1149,859,37
9/27/2023,Arizona,2023,24,6/17/2023,1237,1107,834,37
9/27/2023,Arizona,2023,25,6/24/2023,1219,1051,756,43
9/27/2023,Arizona,2023,26,7/1/2023,1275,1128,825,35
9/27/2023,Arizona,2023,27,7/8/2023,1269,1103,821,60
9/27/2023,Arizona,2023,28,7/15/2023,1284,1101,833,71
9/27/2023,Arizona,2023,29,7/22/2023,1447,1224,922,172
9/27/2023,Arizona,2023,30,7/29/2023,1422,1271,955,176
9/27/2023,Arizona,2023,31,8/5/2023,1250,1105,851,141
9/27/2023,Arizona,2023,32,8/12/2023,1231,1116,864,136
9/27/2023,Arizona,2023,33,8/19/2023,1237,1135,841,136
9/27/2023,Arizona,2023,34,8/26/2023,1201,1127,862,116
9/27/2023,Arizona,2023,35,9/2/2023,1192,1121,849,133
9/27/2023,Arizona,2023,36,9/9/2023,1044,1008,772,120
9/27/2023,Arizona,2023,37,9/16/2023,892,890,661,95
9/27/2023,Arkansas,2020,1,1/4/2020,672,630,482,18
9/27/2023,Arkansas,2020,2,1/11/2020,686,629,512,21
9/27/2023,Arkansas,2020,3,1/18/2020,658,610,460,20
9/27/2023,Arkansas,2020,4,1/25/2020,616,576,448,17
9/27/2023,Arkansas,2020,5,2/1/2020,681,615,477,20
9/27/2023,Arkansas,2020,6,2/8/2020,673,637,492,21
9/27/2023,Arkansas,2020,7,2/15/2020,688,639,486,20
9/27/2023,Arkansas,2020,8,2/22/2020,697,650,521,20
9/27/2023,Arkansas,2020,9,2/29/2020,656,618,494,0
9/27/2023,Arkansas,2020,10,3/7/2020,697,631,494,24
9/27/2023,Arkansas,2020,11,3/14/2020,628,572,443,13
9/27/2023,Arkansas,2020,12,3/21/2020,640,593,445,23
9/27/2023,Arkansas,2020,13,3/28/2020,641,591,438,19
9/27/2023,Arkansas,2020,14,4/4/2020,606,561,437,16
9/27/2023,Arkansas,2020,15,4/11/2020,636,588,457,19
9/27/2023,Arkansas,2020,16,4/18/2020,637,573,445,10
9/27/2023,Arkansas,2020,17,4/25/2020,615,562,429,15
9/27/2023,Arkansas,2020,18,5/2/2020,630,567,458,10
9/27/2023,Arkansas,2020,19,5/9/2020,661,616,517,10
9/27/2023,Arkansas,2020,20,5/16/2020,583,533,403,15
9/27/2023,Arkansas,2020,21,5/23/2020,642,586,465,0
9/27/2023,Arkansas,2020,22,5/30/2020,610,555,443,0
9/27/2023,Arkansas,2020,23,6/6/2020,649,578,476,0
9/27/2023,Arkansas,2020,24,6/13/2020,652,587,501,11
9/27/2023,Arkansas,2020,25,6/20/2020,708,636,531,0
9/27/2023,Arkansas,2020,26,6/27/2020,663,598,501,15
9/27/2023,Arkansas,2020,27,7/4/2020,687,622,528,0
9/27/2023,Arkansas,2020,28,7/11/2020,661,589,507,0
9/27/2023,Arkansas,2020,29,7/18/2020,695,635,556,12
9/27/2023,Arkansas,2020,30,7/25/2020,714,659,579,10
9/27/2023,Arkansas,2020,31,8/1/2020,750,696,666,12
9/27/2023,Arkansas,2020,32,8/8/2020,736,682,635,15
9/27/2023,Arkansas,2020,33,8/15/2020,766,706,660,15
9/27/2023,Arkansas,2020,34,8/22/2020,750,687,645,11
9/27/2023,Arkansas,2020,35,8/29/2020,739,686,617,0
9/27/2023,Arkansas,2020,36,9/5/2020,713,648,598,11
9/27/2023,Arkansas,2020,37,9/12/2020,722,682,648,11
9/27/2023,Arkansas,2020,38,9/19/2020,736,675,633,13
9/27/2023,Arkansas,2020,39,9/26/2020,746,696,647,15
9/27/2023,Arkansas,2020,40,10/3/2020,784,726,691,10
9/27/2023,Arkansas,2020,41,10/10/2020,785,730,717,0
9/27/2023,Arkansas,2020,42,10/17/2020,778,726,721,14
9/27/2023,Arkansas,2020,43,10/24/2020,794,730,700,0
9/27/2023,Arkansas,2020,44,10/31/2020,790,736,708,14
9/27/2023,Arkansas,2020,45,11/7/2020,845,793,791,10
9/27/2023,Arkansas,2020,46,11/14/2020,893,842,878,15
9/27/2023,Arkansas,2020,47,11/21/2020,876,817,836,17
9/27/2023,Arkansas,2020,48,11/28/2020,833,789,886,10
9/27/2023,Arkansas,2020,49,12/5/2020,944,899,1012,0
9/27/2023,Arkansas,2020,50,12/12/2020,912,859,937,22
9/27/2023,Arkansas,2020,51,12/19/2020,936,887,979,14
9/27/2023,Arkansas,2020,52,12/26/2020,922,870,972,10
9/27/2023,Arkansas,2020,53,1/2/2021,967,911,1059,16
